,bin,time(ms),not first & no update & correct,not first & update & correct,
208827162,71,1768,3.3632,3.3459,
208827162,72,1793,3.3661,3.3398,
208827162,73,1819,3.3504,3.3711,
208827162,74,1844,3.3282,3.3828,
208827162,75,1869,3.3297,3.3609,
208827162,76,1894,3.3168,3.3407,
208827162,77,1920,3.3156,3.3635,
208827162,78,1945,3.3156,3.4209,
208827162,79,1970,3.313,3.3991,
208827162,80,1995,3.3082,3.3955,
208827162,81,2021,3.3016,3.3797,
208827162,82,2046,3.2946,3.3611,
208827162,83,2071,3.3156,3.3704,
208827162,84,2096,3.2884,3.3502,
208827162,85,2122,3.2863,3.3225,
208827162,86,2147,3.2915,3.3782,
208827162,87,2172,3.2453,3.3945,
208827162,88,2197,3.2456,3.3293,
208827162,89,2223,3.3036,3.3163,
208827162,90,2248,3.2131,3.3315,
208827162,91,2273,3.2911,3.3258,
208827162,92,2298,3.2823,3.3331,
208827162,93,2324,3.2719,3.3395,
208827162,94,2349,3.2903,
208827162,95,2374,3.268,
208827162,96,2399,3.2748,
208827162,97,2425,3.2554,
208827162,98,2450,3.261,
209049931,1,0,2.4737,2.5119,
209049931,2,25,2.4708,2.5039,
209049931,3,51,2.4761,2.5024,
209049931,4,76,2.4676,2.509,
209049931,5,101,2.4756,2.5136,
209049931,6,126,2.4818,2.5198,
209049931,7,152,2.4821,2.5174,
209049931,8,177,2.4842,2.5224,
209049931,9,202,2.4862,2.5044,
209049931,10,227,2.4748,2.5035,
209049931,11,253,2.4865,2.5074,
209049931,12,278,2.4827,2.4969,
209049931,13,303,2.4933,2.5025,
209049931,14,328,2.4785,2.5112,
209049931,15,354,2.4946,2.5047,
209049931,16,379,2.4897,2.5023,
209049931,17,404,2.4911,2.4981,
209049931,18,429,2.4934,2.4983,
209049931,19,455,2.4887,2.5006,
209049931,20,480,2.4876,2.5022,
209049931,21,505,2.4883,2.5007,
209049931,22,530,2.4836,2.509,
209049931,23,556,2.4925,2.4971,
209049931,24,581,2.4967,2.4996,
209049931,25,606,2.4979,2.5108,
209049931,26,631,2.4993,2.5087,
209049931,27,657,2.5037,2.5098,
209049931,28,682,2.5085,2.5162,
209049931,29,707,2.5068,2.5256,
209049931,30,732,2.5082,2.5236,
209049931,31,758,2.5134,2.5234,
209049931,32,783,2.5152,2.5249,
209049931,33,808,2.5112,2.5348,
209049931,34,834,2.5044,2.5419,
209049931,35,859,2.5144,2.5443,
209049931,36,884,2.5069,2.5414,
209049931,37,909,2.5111,2.5367,
209049931,38,935,2.512,2.5473,
209049931,39,960,2.518,2.5531,
209049931,40,985,2.5033,2.5507,
209049931,41,1010,2.5109,2.5564,
209049931,42,1036,2.5171,2.5488,
209049931,43,1061,2.5067,2.5562,
209049931,44,1086,2.504,2.5487,
209049931,45,1111,2.5057,2.5507,
209049931,46,1137,2.5148,2.5505,
209049931,47,1162,2.5232,2.5583,
209049931,48,1187,2.5129,2.5462,
209049931,49,1212,2.5153,2.5501,
209049931,50,1238,2.5196,2.5533,
209049931,51,1263,2.5153,2.5522,
209049931,52,1288,2.5029,2.5442,
209049931,53,1313,2.5078,2.5472,
209049931,54,1339,2.5001,2.5567,
209049931,55,1364,2.508,2.5452,
209049931,56,1389,2.4977,2.5432,
209049931,57,1414,2.4936,2.5461,
209049931,58,1440,2.5019,2.5383,
209049931,59,1465,2.4969,2.5387,
209049931,60,1490,2.4934,2.5273,
209049931,61,1515,2.4875,2.5328,
209049931,62,1541,2.489,2.5347,
209049931,63,1566,2.4824,2.5285,
209049931,64,1591,2.4889,2.5351,
209049931,65,1616,2.4788,2.5342,
209049931,66,1642,2.4861,2.5324,
209049931,67,1667,2.4852,2.5256,
209049931,68,1692,2.487,2.5202,
209049931,69,1718,2.483,2.5197,
209049931,70,1743,2.4967,2.5307,
209049931,71,1768,2.4983,2.5302,
209049931,72,1793,2.4999,2.5269,
209049931,73,1819,2.5159,2.5196,
209049931,74,1844,2.5128,2.5343,
209049931,75,1869,2.5117,2.5347,
209049931,76,1894,2.5078,2.5388,
209049931,77,1920,2.5034,2.5335,
209049931,78,1945,2.5067,2.5286,
209049931,79,1970,2.5074,2.5306,
209049931,80,1995,2.5007,2.5426,
209049931,81,2021,2.5053,2.5309,
209049931,82,2046,2.4955,2.5385,
209049931,83,2071,2.4927,2.5479,
209049931,84,2096,2.4985,2.5358,
209049931,85,2122,2.4781,2.5387,
209049931,86,2147,2.4805,2.5297,
209049931,87,2172,2.4717,2.5254,
209049931,88,2197,2.4695,2.5348,
209049931,89,2223,2.4891,2.539,
209049931,90,2248,2.4865,2.5362,
209049931,91,2273,2.4933,2.5234,
209049931,92,2298,2.4918,2.5187,
209049931,93,2324,2.4894,2.5325,
209049931,94,2349,2.4889,2.5357,
209049931,95,2374,2.5359,
209049931,96,2399,2.5374,
209049931,97,2425,2.5389,
209049931,98,2450,2.5419,
209154863,1,0,3.7162,3.6874,
209154863,2,25,3.7099,3.6915,
209154863,3,50,3.7133,3.6904,
209154863,4,76,3.6977,3.6756,
209154863,5,101,3.6962,3.684,
209154863,6,126,3.6953,3.6762,
209154863,7,151,3.6861,3.6749,
209154863,8,176,3.6874,3.6691,
209154863,9,201,3.6881,3.6646,
209154863,10,227,3.6834,3.6573,
209154863,11,252,3.6804,3.6586,
209154863,12,277,3.6808,3.6551,
209154863,13,302,3.6785,3.6609,
209154863,14,327,3.6776,3.6619,
209154863,15,353,3.6802,3.6584,
209154863,16,378,3.6729,3.6483,
209154863,17,403,3.6746,3.6488,
209154863,18,428,3.669,3.6463,
209154863,19,453,3.6668,3.6546,
209154863,20,479,3.6671,3.6517,
209154863,21,504,3.6666,3.6478,
209154863,22,529,3.6735,3.6421,
209154863,23,554,3.6631,3.6585,
209154863,24,579,3.663,3.6558,
209154863,25,604,3.6657,3.6554,
209154863,26,630,3.668,3.6648,
209154863,27,655,3.6678,3.6692,
209154863,28,680,3.6593,3.6714,
209154863,29,705,3.6688,3.6717,
209154863,30,730,3.6696,3.6715,
209154863,31,756,3.6608,3.681,
209154863,32,781,3.6757,3.6761,
209154863,33,806,3.6654,3.679,
209154863,34,831,3.671,3.6875,
209154863,35,856,3.6797,3.6948,
209154863,36,882,3.6748,3.6889,
209154863,37,907,3.6823,3.6989,
209154863,38,932,3.6833,3.6983,
209154863,39,957,3.6845,3.6984,
209154863,40,982,3.6799,3.7121,
209154863,41,1007,3.6782,3.7127,
209154863,42,1033,3.6884,3.7238,
209154863,43,1058,3.7025,3.719,
209154863,44,1083,3.7022,3.7256,
209154863,45,1108,3.702,3.7276,
209154863,46,1133,3.7082,3.7375,
209154863,47,1159,3.7186,3.7269,
209154863,48,1184,3.7129,3.7357,
209154863,49,1209,3.7146,3.7454,
209154863,50,1234,3.7201,3.7419,
209154863,51,1259,3.7193,3.7491,
209154863,52,1285,3.7305,3.7515,
209154863,53,1310,3.7307,3.7549,
209154863,54,1335,3.7279,3.7626,
209154863,55,1360,3.7287,3.7746,
209154863,56,1385,3.7358,3.7739,
209154863,57,1410,3.7354,3.7779,
209154863,58,1436,3.7366,3.7758,
209154863,59,1461,3.7377,3.7848,
209154863,60,1486,3.7343,3.7804,
209154863,61,1511,3.7313,3.769,
209154863,62,1536,3.7276,3.768,
209154863,63,1562,3.7217,3.7619,
209154863,64,1587,3.7215,3.7557,
209154863,65,1612,3.7088,3.7427,
209154863,66,1637,3.7038,3.734,
209154863,67,1662,3.6946,3.7358,
209154863,68,1688,3.6828,3.734,
209154863,69,1713,3.6816,3.7254,
209154863,70,1738,3.6819,3.7338,
209154863,71,1763,3.6798,3.726,
209154863,72,1788,3.6704,3.7138,
209154863,73,1813,3.673,3.7189,
209154863,74,1839,3.6723,3.7199,
209154863,75,1864,3.6559,3.7144,
209154863,76,1889,3.6665,3.7212,
209154863,77,1914,3.6778,3.7203,
209154863,78,1939,3.667,3.7214,
209154863,79,1965,3.6808,3.7299,
209154863,80,1990,3.6763,3.7288,
209154863,81,2015,3.6737,3.7383,
209154863,82,2040,3.6699,3.7283,
209154863,83,2065,3.675,3.7308,
209154863,84,2090,3.6701,3.7268,
209154863,85,2116,3.6729,3.7242,
209154863,86,2141,3.6755,3.7391,
209154863,87,2166,3.6721,3.7423,
209154863,88,2191,3.6728,3.7279,
209154863,89,2216,3.6738,3.7287,
209154863,90,2242,3.6755,3.7243,
209154863,91,2267,3.6642,3.7258,
209154863,92,2292,3.657,3.7234,
209154863,93,2317,3.6641,3.7268,
209154863,94,2342,3.6571,3.7196,
209154863,95,2368,3.6608,3.7167,
209154863,96,2393,3.661,3.709,
209154863,97,2418,3.671,3.716,
209154863,98,2443,3.6691,3.7099,
209154863,99,2468,3.6647,3.706,
209154863,100,2493,3.6575,3.7043,
209154863,101,2519,3.6722,3.7122,
209154863,102,2544,3.6607,3.7041,
209154863,103,2569,3.6582,3.699,
209154863,104,2594,3.6613,3.6922,
209154863,105,2619,3.666,3.6966,
209154863,106,2645,3.6614,3.6911,
209154863,107,2670,3.6713,3.6886,
209154863,108,2695,3.6705,3.6943,
209154863,109,2720,3.667,3.6824,
209154863,110,2745,3.6634,3.6919,
209154863,111,2771,3.6749,3.6882,
209154863,112,2796,3.6786,3.6871,
209154863,113,2821,3.6828,3.6809,
209154863,114,2846,3.6875,3.6958,
209154863,115,2871,3.6862,3.6842,
209154863,116,2896,3.6881,3.6902,
209154863,117,2922,3.6936,3.69,
209154863,118,2947,3.6881,3.6893,
209154863,119,2972,3.6909,3.6935,
209154863,120,2997,3.6896,3.6947,
209154863,121,3022,3.7037,3.6937,
209154863,122,3048,3.6918,3.6972,
209154863,123,3073,3.6982,3.7001,
209154863,124,3098,3.6996,3.7148,
209154863,125,3123,3.7011,3.7152,
209154863,126,3148,3.7096,3.7225,
209154863,127,3174,3.7197,3.7173,
209154863,128,3199,3.7198,3.7216,
209154863,129,3224,3.7198,3.7229,
209154863,130,3249,3.7114,3.7233,
209154863,131,3274,3.7246,
209154863,132,3299,3.7354,
209154863,133,3325,3.744,
209154863,134,3350,3.7451,
209154863,135,3375,3.7434,
314919309,1,0,3.4108,3.4685,
314919309,2,25,3.4068,3.4715,
314919309,3,50,3.4044,3.4723,
314919309,4,76,3.4048,3.4825,
314919309,5,101,3.41,3.4818,
314919309,6,126,3.4082,3.4914,
314919309,7,151,3.4159,3.4982,
314919309,8,177,3.4205,3.4993,
314919309,9,202,3.4216,3.5056,
314919309,10,227,3.4258,3.501,
314919309,11,252,3.4277,3.4945,
314919309,12,277,3.4272,3.4994,
314919309,13,303,3.4295,3.4959,
314919309,14,328,3.427,3.4914,
314919309,15,353,3.4196,3.4813,
314919309,16,378,3.422,3.4811,
314919309,17,404,3.4179,3.4811,
314919309,18,429,3.4163,3.4749,
314919309,19,454,3.41,3.4675,
314919309,20,479,3.4104,3.4644,
314919309,21,504,3.4083,3.4614,
314919309,22,530,3.4004,3.4589,
314919309,23,555,3.4011,3.4555,
314919309,24,580,3.3981,3.4553,
314919309,25,605,3.397,3.4586,
314919309,26,630,3.3978,3.4547,
314919309,27,656,3.3994,3.4514,
314919309,28,681,3.3983,3.4565,
314919309,29,706,3.4011,3.4542,
314919309,30,731,3.4009,3.4543,
314919309,31,757,3.3979,3.4596,
314919309,32,782,3.4059,3.4613,
314919309,33,807,3.4064,3.4594,
314919309,34,832,3.4106,3.4636,
314919309,35,857,3.4096,3.4708,
314919309,36,883,3.4088,3.4689,
314919309,37,908,3.4081,3.4645,
314919309,38,933,3.4083,3.4653,
314919309,39,958,3.4092,3.4674,
314919309,40,984,3.417,3.4705,
314919309,41,1009,3.4179,3.4734,
314919309,42,1034,3.4166,3.4782,
314919309,43,1059,3.4148,3.4739,
314919309,44,1084,3.4182,3.482,
314919309,45,1110,3.4203,3.4787,
314919309,46,1135,3.4237,3.4812,
314919309,47,1160,3.4249,3.4858,
314919309,48,1185,3.4261,3.4883,
314919309,49,1211,3.4286,3.4835,
314919309,50,1236,3.4267,3.4888,
314919309,51,1261,3.4311,3.4858,
314919309,52,1286,3.4336,3.4881,
314919309,53,1311,3.438,3.4894,
314919309,54,1337,3.4289,3.4885,
314919309,55,1362,3.4337,3.487,
314919309,56,1387,3.4339,3.4877,
314919309,57,1412,3.432,3.4873,
314919309,58,1438,3.4368,3.491,
314919309,59,1463,3.442,3.4879,
314919309,60,1488,3.4436,3.4932,
314919309,61,1513,3.4496,3.4893,
314919309,62,1538,3.4519,3.4891,
314919309,63,1564,3.4553,3.4894,
314919309,64,1589,3.456,3.4961,
314919309,65,1614,3.4648,3.4948,
314919309,66,1639,3.4678,3.4926,
314919309,67,1664,3.4699,3.4936,
314919309,68,1690,3.4661,3.4971,
314919309,69,1715,3.4655,3.4939,
314919309,70,1740,3.4585,3.4864,
314919309,71,1765,3.4552,3.4861,
314919309,72,1791,3.4453,3.4817,
314919309,73,1816,3.44,3.482,
314919309,74,1841,3.4371,3.4772,
314919309,75,1866,3.4231,3.4762,
314919309,76,1891,3.4173,3.4766,
314919309,77,1917,3.4151,3.4724,
314919309,78,1942,3.405,3.4676,
314919309,79,1967,3.4042,3.4671,
314919309,80,1992,3.3975,3.4626,
314919309,81,2018,3.399,3.4593,
314919309,82,2043,3.3975,3.4581,
314919309,83,2068,3.4011,3.4409,
314919309,84,2093,3.3931,3.4489,
314919309,85,2118,3.3897,3.4378,
314919309,86,2144,3.384,3.4294,
314919309,87,2169,3.3866,3.4332,
314919309,88,2194,3.3857,3.4261,
314919309,89,2219,3.3818,3.42,
314919309,90,2245,3.3868,3.4229,
314919309,91,2270,3.3869,3.4152,
314919309,92,2295,3.3856,3.4194,
314919309,93,2320,3.3859,3.4101,
314919309,94,2345,3.3873,3.4121,
314919309,95,2371,3.3904,3.4144,
314919309,96,2396,3.3958,3.4086,
314919309,97,2421,3.3987,3.4042,
314919309,98,2446,3.3969,3.4111,
314919309,99,2471,3.3987,3.4055,
314919309,100,2497,3.3944,3.4081,
314919309,101,2522,3.3975,3.4128,
314919309,102,2547,3.395,3.4077,
314919309,103,2572,3.3962,3.4071,
314919309,104,2598,3.4006,3.4086,
314919309,105,2623,3.4077,3.4096,
314919309,106,2648,3.414,3.4149,
314919309,107,2673,3.4056,3.4102,
314919309,108,2698,3.4093,3.4184,
314919309,109,2724,3.4129,3.4195,
314919309,110,2749,3.4109,
314919309,111,2774,3.3973,
314919309,112,2799,3.4015,
314919309,113,2825,3.3949,
314919309,114,2850,3.4066,
314919309,115,2875,3.4077,
318657061,1,0,3.1137,3.117,
318657061,2,25,3.1102,3.1316,
318657061,3,50,3.105,3.13,
318657061,4,76,3.1073,3.1367,
318657061,5,101,3.1075,3.1338,
318657061,6,126,3.1157,3.1368,
318657061,7,151,3.111,3.1354,
318657061,8,176,3.1198,3.137,
318657061,9,202,3.1176,3.1428,
318657061,10,227,3.1218,3.1435,
318657061,11,252,3.1264,3.1418,
318657061,12,277,3.1245,3.1444,
318657061,13,303,3.1253,3.1467,
318657061,14,328,3.128,3.151,
318657061,15,353,3.1172,3.1508,
318657061,16,378,3.1174,3.1463,
318657061,17,403,3.1194,3.1481,
318657061,18,429,3.115,3.1459,
318657061,19,454,3.1183,3.1451,
318657061,20,479,3.1085,3.1413,
318657061,21,504,3.1081,3.1495,
318657061,22,529,3.1029,3.1457,
318657061,23,555,3.0973,3.1345,
318657061,24,580,3.1005,3.1396,
318657061,25,605,3.105,3.1426,
318657061,26,630,3.1041,3.1392,
318657061,27,656,3.1025,3.1438,
318657061,28,681,3.0997,3.1377,
318657061,29,706,3.103,3.1343,
318657061,30,731,3.1056,3.1335,
318657061,31,756,3.1042,3.1413,
318657061,32,782,3.1059,3.1379,
318657061,33,807,3.1112,3.1369,
318657061,34,832,3.0963,3.1411,
318657061,35,857,3.1145,3.132,
318657061,36,882,3.1061,3.1292,
318657061,37,908,3.1045,3.1345,
318657061,38,933,3.1113,3.1301,
318657061,39,958,3.1007,3.1242,
318657061,40,983,3.1126,3.1307,
318657061,41,1009,3.1082,3.1254,
318657061,42,1034,3.1149,3.13,
318657061,43,1059,3.1164,3.1263,
318657061,44,1084,3.1197,3.1257,
318657061,45,1109,3.1155,3.1217,
318657061,46,1135,3.116,3.1263,
318657061,47,1160,3.1229,3.1257,
318657061,48,1185,3.1194,3.1259,
318657061,49,1210,3.1186,3.1256,
318657061,50,1235,3.1242,3.1345,
318657061,51,1261,3.1189,3.1277,
318657061,52,1286,3.1204,3.1251,
318657061,53,1311,3.1262,3.1234,
318657061,54,1336,3.1276,3.1232,
318657061,55,1362,3.1227,3.1239,
318657061,56,1387,3.1133,3.1245,
318657061,57,1412,3.1172,3.1179,
318657061,58,1437,3.1147,3.1197,
318657061,59,1462,3.1099,3.1192,
318657061,60,1488,3.1113,3.1075,
318657061,61,1513,3.1113,3.1091,
318657061,62,1538,3.1039,3.1114,
318657061,63,1563,3.1064,3.0945,
318657061,64,1588,3.1031,3.0913,
318657061,65,1614,3.1072,3.0947,
318657061,66,1639,3.109,3.1028,
318657061,67,1664,3.1043,3.0922,
318657061,68,1689,3.1012,3.0943,
318657061,69,1715,3.0974,3.0916,
318657061,70,1740,3.108,3.0868,
318657061,71,1765,3.111,3.0963,
318657061,72,1790,3.111,3.0935,
318657061,73,1815,3.1094,3.0916,
318657061,74,1841,3.1089,3.0955,
318657061,75,1866,3.1087,3.0945,
318657061,76,1891,3.1056,3.1027,
318657061,77,1916,3.1025,3.1033,
318657061,78,1941,3.0959,3.1016,
318657061,79,1967,3.1037,3.0943,
318657061,80,1992,3.0973,3.1078,
318657061,81,2017,3.1009,3.1026,
318657061,82,2042,3.0949,3.1058,
318657061,83,2068,3.0882,3.1087,
318657061,84,2093,3.0948,3.0984,
318657061,85,2118,3.0955,3.1036,
318657061,86,2143,3.0935,3.1057,
318657061,87,2168,3.0966,3.0892,
318657061,88,2194,3.0932,3.1013,
318657061,89,2219,3.0992,3.0989,
318657061,90,2244,3.0942,3.0877,
318657061,91,2269,3.0944,3.0901,
318657061,92,2294,3.0989,3.0964,
318657061,93,2320,3.1021,3.0916,
318657061,94,2345,3.1012,3.095,
318657061,95,2370,3.101,3.082,
318657061,96,2395,3.1001,3.0823,
318657061,97,2421,3.1016,3.0825,
318657061,98,2446,3.1038,3.0804,
318657061,99,2471,3.1035,3.0815,
318657061,100,2496,3.1044,3.0773,
318657061,101,2521,3.1095,3.081,
318657061,102,2547,3.1101,3.0768,
318657061,103,2572,3.1135,3.0776,
318657061,104,2597,3.1044,3.0755,
318657061,105,2622,3.1048,3.0708,
318657061,106,2647,3.1068,3.061,
318657061,107,2673,3.1061,3.0564,
318657061,108,2698,3.1022,3.0679,
318657061,109,2723,3.1051,3.0675,
318657061,110,2748,3.1104,3.0687,
318657061,111,2774,3.1134,3.0644,
318657061,112,2799,3.1115,3.0753,
318657061,113,2824,3.1137,3.077,
318657061,114,2849,3.1159,3.0682,
318657061,115,2874,3.1139,3.07,
318657061,116,2900,3.1098,3.0741,
318657061,117,2925,3.1151,3.0784,
318657061,118,2950,3.1203,3.078,
324124114,1,0,3.2072,3.1813,
324124114,2,25,3.1961,3.1848,
324124114,3,51,3.203,3.1728,
324124114,4,76,3.2012,3.175,
324124114,5,101,3.1962,3.1848,
324124114,6,126,3.1987,3.1819,
324124114,7,152,3.2061,3.1913,
324124114,8,177,3.1914,3.1851,
324124114,9,202,3.2033,3.1965,
324124114,10,227,3.2092,3.1925,
324124114,11,253,3.2127,3.1922,
324124114,12,278,3.2227,3.189,
324124114,13,303,3.2183,3.1943,
324124114,14,328,3.2175,3.2013,
324124114,15,354,3.2203,3.1933,
324124114,16,379,3.2317,3.1967,
324124114,17,404,3.2344,3.1977,
324124114,18,429,3.2349,3.1952,
324124114,19,455,3.2333,3.1994,
324124114,20,480,3.2333,3.2067,
324124114,21,505,3.2397,3.1993,
324124114,22,531,3.2375,3.2081,
324124114,23,556,3.2319,3.2033,
324124114,24,581,3.2518,3.2043,
324124114,25,606,3.2507,3.2064,
324124114,26,632,3.2496,3.2029,
324124114,27,657,3.2533,3.2018,
324124114,28,682,3.2578,3.201,
324124114,29,707,3.2473,3.216,
324124114,30,733,3.2507,3.2038,
324124114,31,758,3.2572,3.2147,
324124114,32,783,3.2538,3.216,
324124114,33,808,3.2572,3.2256,
324124114,34,834,3.2462,3.2127,
324124114,35,859,3.2447,3.2198,
324124114,36,884,3.2504,3.2055,
324124114,37,909,3.2358,3.2335,
324124114,38,935,3.2423,3.2195,
324124114,39,960,3.2368,3.2147,
324124114,40,985,3.2457,3.2197,
324124114,41,1011,3.2354,3.2168,
324124114,42,1036,3.234,3.218,
324124114,43,1061,3.2326,3.2166,
324124114,44,1086,3.2395,3.2174,
324124114,45,1112,3.2426,3.2215,
324124114,46,1137,3.2474,3.2174,
324124114,47,1162,3.2425,3.2223,
324124114,48,1187,3.2426,3.2183,
324124114,49,1213,3.242,3.2102,
324124114,50,1238,3.2477,3.2045,
324124114,51,1263,3.2416,3.2114,
324124114,52,1288,3.2433,3.2001,
324124114,53,1314,3.2402,3.2057,
324124114,54,1339,3.2343,3.2055,
324124114,55,1364,3.237,3.1924,
324124114,56,1389,3.2434,3.199,
324124114,57,1415,3.2411,3.1933,
324124114,58,1440,3.2473,3.2039,
324124114,59,1465,3.2393,3.1849,
324124114,60,1491,3.2353,3.1895,
324124114,61,1516,3.235,3.1811,
324124114,62,1541,3.2222,3.1809,
324124114,63,1566,3.2244,3.1724,
324124114,64,1592,3.2269,3.1787,
324124114,65,1617,3.224,3.1808,
324124114,66,1642,3.2174,3.1738,
324124114,67,1667,3.2139,3.1863,
324124114,68,1693,3.2103,3.172,
324124114,69,1718,3.209,3.1699,
324124114,70,1743,3.2139,3.1637,
324124114,71,1768,3.2115,3.1576,
324124114,72,1794,3.2218,3.1739,
324124114,73,1819,3.2216,3.1818,
324124114,74,1844,3.2282,3.1875,
324124114,75,1869,3.2189,3.1844,
324124114,76,1895,3.2102,3.1899,
324124114,77,1920,3.2241,3.1933,
324124114,78,1945,3.2174,3.1945,
324124114,79,1971,3.2133,3.2047,
324124114,80,1996,3.2242,3.1925,
324124114,81,2021,3.2131,3.2053,
324124114,82,2046,3.2228,3.2002,
324124114,83,2072,3.2154,3.2214,
324124114,84,2097,3.2262,3.2277,
324124114,85,2122,3.2124,3.2138,
324124114,86,2147,3.2161,3.1988,
324124114,87,2173,3.2249,3.2138,
324124114,88,2198,3.2282,3.2073,
324124114,89,2223,3.2315,3.2153,
324124114,90,2248,3.2332,3.2137,
324124114,91,2274,3.229,3.216,
324124114,92,2299,3.2304,3.2183,
324124114,93,2324,3.2356,3.2221,
324124114,94,2349,3.2381,3.2255,
324124114,95,2375,3.2365,
324124114,96,2400,3.2263,
