,bin,time(ms),color change & not first & no update & correct,color change & not first & update & correct,no color change & not first & no update & correct,no color change & not first & update & correct,
207280074,1,0,0,0,0,0,
207280074,2,25,0.018186,0.43787,0.40243,0.42454,
207280074,3,50,0.20498,0.33273,0.57315,1.018,
207280074,4,76,0.039398,0.66979,0.31853,0.6178,
207280074,5,101,0.66836,1.0093,0.60687,0.9853,
207280074,6,126,0.30258,0.10861,-0.10324,0.77285,
207280074,7,151,0.64237,0.32258,0.14952,1.2331,
207280074,8,177,-0.15603,0.71179,0.068779,0.5348,
207280074,9,202,0.48362,0.36968,-0.16933,0.8866,
207280074,10,227,0.51535,0.29579,0.030235,0.80473,
207280074,11,252,0.38879,0.68035,-0.23042,0.97798,
207280074,12,278,0.38425,0.60536,-0.7006,0.53489,
207280074,13,303,0.73328,0.6604,-0.050556,0.15188,
207280074,14,328,0.29505,0.70428,-0.35137,0.25074,
207280074,15,353,0.70977,0.49298,0.28889,0.094179,
207280074,16,379,0.41449,0.84395,0.16997,0.74252,
207280074,17,404,0.43039,0.19124,0.58181,0.90523,
207280074,18,429,0.50397,0.57048,-0.060373,0.72345,
207280074,19,454,0.059445,1.0209,0.35006,0.55167,
207280074,20,480,-0.3942,0.80356,-0.15056,0.85939,
207280074,21,505,-0.18483,0.74521,-0.074415,1.019,
207280074,22,530,-0.37069,0.55977,0.83858,0.2931,
207280074,23,555,-0.70147,0.12919,0.72073,0.30816,
207280074,24,581,-0.22742,0.65385,0.90844,0.21723,
207280074,25,606,-0.5362,0.66416,0.99434,1.1888,
207280074,26,631,-0.92731,0.47365,0.83211,0.6387,
207280074,27,656,-0.44317,0.15403,0.97197,0.023513,
207280074,28,682,-0.73161,0.59358,1.1296,-0.45832,
207280074,29,707,-0.41227,0.78651,0.57275,-0.15339,
207280074,30,732,-0.46513,-0.21704,1.437,0.4027,
207280074,31,757,-0.74758,0.26137,1.2381,-0.30835,
207280074,32,783,0.23872,0.18796,1.665,0.42617,
207280074,33,808,-0.35539,0.9056,1.4485,0.18958,
207280074,34,833,-0.11234,0.83175,1.473,0.10808,
207280074,35,858,0.28247,0.64373,2.1668,0.39522,
207280074,36,883,0.38996,0.029379,2.1524,0.81827,
207280074,37,909,0.25887,0.36548,1.9976,0.185,
207280074,38,934,0.7781,0.98389,2.2623,0.39983,
207280074,39,959,0.52211,0.75118,2.7838,0.15923,
207280074,40,984,1.0239,0.365,2.2311,0.30214,
207280074,41,1010,1.0888,1.043,3.2158,0.025588,
207280074,42,1035,1.4762,0.67537,2.2833,0.63142,
207280074,43,1060,1.1186,1.603,2.8169,0.24433,
207280074,44,1085,1.2291,1.3937,1.9901,0.29139,
207280074,45,1111,1.3106,1.383,1.9008,0.65972,
207280074,46,1136,0.85521,1.9441,1.914,0.92765,
207280074,47,1161,1.4897,1.944,1.9392,1.7672,
207280074,48,1186,1.14,1.9595,1.5809,1.3635,
207280074,49,1212,1.6502,1.8622,1.9568,1.6055,
207280074,50,1237,1.6721,2.1337,2.1369,1.2177,
207280074,51,1262,1.5964,1.4101,2.3708,1.5111,
207280074,52,1287,1.1706,2.1902,2.4168,2.037,
207280074,53,1313,1.7676,2.6877,1.7293,2.4741,
207280074,54,1338,1.7675,2.3486,2.1337,2.6587,
207280074,55,1363,1.6575,3.0181,0.99451,2.2981,
207280074,56,1388,1.0352,3.0572,1.1291,2.8177,
207280074,57,1414,1.0125,2.902,1.6385,2.3508,
207280074,58,1439,0.87187,3.582,0.92955,2.5474,
207280074,59,1464,0.85898,3.1604,0.79367,2.8013,
207280074,60,1489,0.87493,3.4332,1.0657,2.884,
207280074,61,1515,0.36654,3.5699,0.27664,2.7585,
207280074,62,1540,0.18833,3.7345,0.48083,2.5926,
207280074,63,1565,-0.044768,4.2238,0.55994,2.4448,
207280074,64,1590,-0.26639,3.9019,1.0519,2.4803,
207280074,65,1616,-0.52684,3.8295,0.81639,2.1959,
207280074,66,1641,-0.34984,4.401,1.2337,2.1726,
207280074,67,1666,-0.54155,4.281,0.55554,2.0335,
207280074,68,1691,-0.67784,3.9093,0.26484,2.2863,
207280074,69,1717,-0.81321,4.4614,0.66283,2.0578,
207280074,70,1742,-0.67995,4.0036,-0.073202,2.4246,
207280074,71,1767,-0.27684,4.1824,0.59923,1.7723,
207280074,72,1792,-0.90386,4.3849,-0.1137,1.5856,
207280074,73,1817,-0.10136,4.0721,0.66558,1.6726,
207280074,74,1843,-0.6606,3.8399,0.068677,1.4802,
207280074,75,1868,-1.7642,3.85,0.13444,1.6606,
207280074,76,1893,-1.9101,3.3203,0.38559,0.97585,
207280074,77,1918,-1.8392,3.4437,0.29522,0.83138,
207280074,78,1944,-1.9744,3.1847,-0.53762,0.82885,
207280074,79,1969,-1.8723,3.123,0.33548,0.66923,
207280074,80,1994,-1.8902,2.452,0.30208,0.69354,
207280074,81,2019,-2.2036,2.2078,-0.87708,0.84383,
207280074,82,2045,-2.1326,2.2025,-0.45086,0.68903,
207280074,83,2070,-1.9978,2.0134,-0.35582,0.98925,
207280074,84,2095,-2.3582,1.5487,-0.94954,0.048454,
207280074,85,2120,-2.4456,0.61506,-0.57399,0.3928,
207280074,86,2146,-2.4382,1.0372,-0.40717,0.39194,
207280074,87,2171,-2.4429,1.295,-0.10841,-0.22614,
207280074,88,2196,-2.5391,-0.015836,-0.21391,-0.34864,
207280074,89,2221,-2.3485,-0.080025,0.14722,-1.2859,
207280074,90,2247,-2.9501,-0.4277,-0.083886,-2.1134,
207280074,91,2272,-2.6292,-0.65431,0.055697,-1.9203,
207280074,92,2297,-3.2029,-1.3776,-0.80076,-1.9165,
207280074,93,2322,-3.0737,-1.9356,-0.15916,-1.3896,
207280074,94,2348,-3.7607,-1.595,-0.76661,
207280074,95,2373,-3.1618,-1.1895,-1.1565,
207280074,96,2398,-3.8082,-1.0322,-1.7129,
207280074,97,2423,-3.0701,-1.7482,
207280074,98,2449,-3.4394,-2.4116,
207280074,99,2474,-3.7945,-2.1103,
207280074,100,2499,-3.8351,-2.1053,
207280074,101,2524,-1.6845,
207280074,102,2550,-1.579,
207280074,103,2575,-1.6448,
207280074,104,2600,-1.1157,
208278119,1,0,0,0,0,0,
208278119,2,25,-0.46692,0.31912,-0.37647,0.15304,
208278119,3,50,-0.49775,1.0649,0.32137,0.052385,
208278119,4,76,-0.09924,1.5199,-0.11385,0.49405,
208278119,5,101,-0.64981,1.0477,0.23389,0.60102,
208278119,6,126,0.18292,1.1962,0.60534,0.94131,
208278119,7,151,-0.1282,1.1862,0.91572,0.88534,
208278119,8,177,0.10765,1.1054,1.0435,1.1861,
208278119,9,202,0.4191,0.55214,1.4821,1.2724,
208278119,10,227,0.79197,1.4086,2.3011,2.0466,
208278119,11,252,1.0287,1.7993,2.1399,1.6953,
208278119,12,277,0.54171,1.2988,2.4985,2.0293,
208278119,13,303,1.0989,1.2522,3.2569,2.3214,
208278119,14,328,0.90728,1.0102,2.6495,2.789,
208278119,15,353,1.1282,0.76414,3.0186,2.3192,
208278119,16,378,0.78182,0.75416,2.6337,2.9547,
208278119,17,404,1.252,1.2019,2.7725,2.5656,
208278119,18,429,1.6886,0.39122,3.6249,2.9955,
208278119,19,454,0.78963,1.1704,3.064,2.7456,
208278119,20,479,0.45569,1.5699,2.7305,2.6491,
208278119,21,504,0.059994,1.0729,2.9416,2.1784,
208278119,22,530,-0.19361,0.74728,2.7652,2.8956,
208278119,23,555,0.1298,0.99243,2.5842,2.6965,
208278119,24,580,0.38199,0.72766,2.3843,2.2602,
208278119,25,605,0.069733,0.97597,2.081,2.3694,
208278119,26,630,-0.041263,0.71209,2.3898,2.4481,
208278119,27,656,0.44093,1.294,2.1788,2.0962,
208278119,28,681,-0.12297,0.83801,1.6123,1.6368,
208278119,29,706,0.13785,0.47653,1.3907,1.647,
208278119,30,731,-0.16753,1.1619,2.1954,1.6689,
208278119,31,757,-0.19094,1.0867,2.434,1.6907,
208278119,32,782,-0.15225,1.4546,1.8723,1.7966,
208278119,33,807,0.35766,1.6673,2.6563,2.1333,
208278119,34,832,0.10477,1.4838,3.4999,1.4761,
208278119,35,857,-0.16133,1.6542,3.1035,1.948,
208278119,36,883,-0.14285,2.1775,2.0428,1.8052,
208278119,37,908,-0.13794,1.4207,2.3444,2.0223,
208278119,38,933,0.045203,1.9333,3.4929,1.7663,
208278119,39,958,0.092523,1.5905,2.1316,2.3818,
208278119,40,984,0.13335,2.0136,2.7864,2.0978,
208278119,41,1009,0.26482,2.0744,2.6965,2.0131,
208278119,42,1034,0.25669,2.1563,2.2306,2.2818,
208278119,43,1059,0.56894,2.1062,2.5273,2.2498,
208278119,44,1084,0.68447,2.2334,2.9571,2.3299,
208278119,45,1110,0.74293,2.076,2.8679,2.5691,
208278119,46,1135,0.70285,2.3298,2.7926,2.5816,
208278119,47,1160,0.43863,2.286,2.9536,2.5039,
208278119,48,1185,0.78839,2.4581,3.1053,2.5848,
208278119,49,1211,0.77124,2.062,2.2306,2.1542,
208278119,50,1236,0.82806,2.3651,3.1929,2.2246,
208278119,51,1261,0.78071,2.8334,3.0345,2.488,
208278119,52,1286,1.0807,2.3508,3.3535,2.9186,
208278119,53,1311,1.0418,2.4145,3.2142,3.1951,
208278119,54,1337,0.78181,3.0961,3.9549,2.8283,
208278119,55,1362,0.27534,2.8272,2.7764,3.2397,
208278119,56,1387,0.60617,3.0977,2.5278,3.2121,
208278119,57,1412,0.49195,3.0318,3.3151,2.419,
208278119,58,1438,0.45169,2.5455,2.8027,2.4377,
208278119,59,1463,0.91875,3.0487,2.8659,3.2793,
208278119,60,1488,0.86846,2.6994,3.0199,3.032,
208278119,61,1513,0.86867,2.6665,2.4772,3.2322,
208278119,62,1538,1.0035,2.1783,2.3736,3.2548,
208278119,63,1564,0.63077,1.5853,3.0081,3.2027,
208278119,64,1589,0.45361,1.7001,3.1259,3.1949,
208278119,65,1614,0.7994,1.5729,2.8526,3.6534,
208278119,66,1639,0.95307,1.8586,2.9688,3.4333,
208278119,67,1664,0.48705,2.3982,2.864,3.8239,
208278119,68,1690,0.44007,1.4244,2.6771,3.8987,
208278119,69,1715,0.58227,1.9854,3.0845,4.0712,
208278119,70,1740,0.61471,2.2408,2.8276,4.6667,
208278119,71,1765,0.4793,1.8791,2.7159,4.6259,
208278119,72,1791,0.50088,1.6844,3.1432,4.8098,
208278119,73,1816,0.66231,2.3807,3.6375,4.9307,
208278119,74,1841,0.32972,1.5909,3.046,4.3536,
208278119,75,1866,0.84488,1.889,2.8349,4.2339,
208278119,76,1891,1.5808,1.7211,2.5619,4.6732,
208278119,77,1917,1.2655,1.9004,2.4047,4.1409,
208278119,78,1942,1.3379,1.8322,2.6824,4.7378,
208278119,79,1967,1.0805,2.5227,3.2134,4.7435,
208278119,80,1992,1.6391,1.1972,3.5122,4.6643,
208278119,81,2018,1.5429,1.4974,3.7791,3.9938,
208278119,82,2043,1.9175,1.2843,3.7627,4.6185,
208278119,83,2068,2.0405,0.50097,3.5186,4.2839,
208278119,84,2093,2.2272,1.2957,4.2336,3.9354,
208278119,85,2118,1.8618,0.9044,3.719,3.5951,
208278119,86,2144,1.9351,1.1923,3.9869,4.2129,
208278119,87,2169,2.4433,1.6858,4.2782,3.8009,
208278119,88,2194,3.0047,1.0059,4.0528,3.8951,
208278119,89,2219,1.5047,1.2488,2.7627,3.4043,
208278119,90,2245,1.4777,1.5659,3.2666,3.6052,
208278119,91,2270,1.8164,0.77431,3.1535,3.1687,
208278119,92,2295,1.0714,0.45017,3.0313,3.0304,
208278119,93,2320,0.8815,0.82674,3.0994,2.6707,
208278119,94,2345,0.6099,1.8084,3.633,2.7888,
208278119,95,2371,0.50502,1.4639,2.4241,2.5328,
208278119,96,2396,0.18297,1.4683,2.9194,2.3222,
208278119,97,2421,0.091299,1.0738,2.5578,2.8336,
208278119,98,2446,-0.45428,0.67677,2.647,2.4202,
208278119,99,2471,-0.2266,0.59899,2.0232,2.7127,
208278119,100,2497,-0.30623,0.85959,2.7678,2.7687,
208278119,101,2522,-0.32792,0.46845,2.6773,2.3371,
208278119,102,2547,-0.84469,0.59345,1.9591,2.6142,
208278119,103,2572,-1.1085,1.0151,1.5278,2.8289,
208278119,104,2598,-0.78448,-0.5244,1.9888,2.9585,
208278119,105,2623,-1.2267,0.47369,2.5999,2.1867,
208278119,106,2648,-1.1015,0.21709,1.7723,2.6571,
208278119,107,2673,-1.5746,0.24408,1.5742,2.5432,
208278119,108,2698,-1.329,0.72452,1.8074,2.2391,
208278119,109,2724,-1.0687,0.53368,0.9311,1.9366,
208278119,110,2749,-1.1817,0.53515,1.1429,2.5217,
208278119,111,2774,-1.2163,0.57046,0.72314,2.5389,
208278119,112,2799,-1.1491,0.40401,0.8829,1.9538,
208278119,113,2825,-1.415,2.2695,2.2415,
208278119,114,2850,-0.74846,1.6503,
208278119,115,2875,1.8308,
209049931,1,0,0,0,0,0,
209049931,2,25,-0.409,-0.19744,0.52091,-0.16578,
209049931,3,51,-0.39791,-0.31993,0.61075,-0.19978,
209049931,4,76,-0.16958,-0.088857,0.037934,0.12265,
209049931,5,101,-0.049151,-0.079371,0.74126,0.40606,
209049931,6,126,0.55935,0.27977,0.57683,0.61651,
209049931,7,152,0.25862,0.35585,0.92607,0.39172,
209049931,8,177,0.25345,0.73404,1.2119,0.48595,
209049931,9,202,0.5116,0.18297,1.0776,-0.30461,
209049931,10,227,-0.068851,-0.030149,0.70693,-0.18205,
209049931,11,253,0.61486,0.3011,1.1608,-0.20677,
209049931,12,278,0.043178,0.38992,1.4021,-0.97393,
209049931,13,303,0.57397,0.59765,1.7429,-0.68227,
209049931,14,328,-0.21984,0.53743,1.0699,-0.066889,
209049931,15,354,0.097515,0.55652,2.4078,-0.79707,
209049931,16,379,0.11351,0.37382,1.9189,-0.69786,
209049931,17,404,0.46077,0.36096,1.6788,-1.1221,
209049931,18,429,0.53154,0.45541,1.8883,-1.0765,
209049931,19,455,-0.16175,0.32318,2.1444,-0.86012,
209049931,20,480,-0.013418,0.44556,1.7842,-0.82532,
209049931,21,505,0.53071,0.51685,1.2959,-0.87982,
209049931,22,530,-0.20733,0.068326,1.5755,-0.20331,
209049931,23,556,0.13634,0.28798,2.1162,-1.0829,
209049931,24,581,0.43431,0.25452,2.1425,-0.8936,
209049931,25,606,0.56616,0.42004,2.0868,-0.15419,
209049931,26,631,0.42458,0.47076,2.4125,-0.39385,
209049931,27,657,0.85189,0.64152,2.3656,-0.4899,
209049931,28,682,0.66374,0.49166,2.9311,0.088128,
209049931,29,707,0.552,0.84443,2.864,0.59362,
209049931,30,732,0.65832,1.1858,2.8988,0.16175,
209049931,31,758,0.82624,1.1895,3.1249,-0.097638,
209049931,32,783,1.129,0.6756,2.2957,0.39349,
209049931,33,808,0.98842,1.2599,2.5149,0.61645,
209049931,34,833,0.51356,1.8464,2.3262,0.5308,
209049931,35,859,0.90073,1.5142,2.8328,1.047,
209049931,36,884,1.112,1.3007,1.9592,0.96017,
209049931,37,909,1.2306,1.4476,1.9569,0.46364,
209049931,38,934,1.0307,1.6308,2.4026,1.1545,
209049931,39,960,1.5672,1.6293,1.9578,1.27,
209049931,40,985,0.24039,1.4681,2.088,1.0066,
209049931,41,1010,0.60434,1.9398,2.345,1.2053,
209049931,42,1035,0.9903,1.9026,2.5472,0.72398,
209049931,43,1061,0.42302,2.0684,2.1594,1.0287,
209049931,44,1086,0.65626,2.2205,1.6002,0.34447,
209049931,45,1111,0.89637,1.5393,1.5305,0.8481,
209049931,46,1136,1.0311,1.9562,2.0965,0.59738,
209049931,47,1162,1.5878,2.4631,2.2139,1.0266,
209049931,48,1187,1.1807,1.8721,1.6904,0.67594,
209049931,49,1212,0.99695,1.8705,1.9024,0.72016,
209049931,50,1237,1.2524,2.1621,2.1364,0.76584,
209049931,51,1263,1.0161,2.2413,1.8175,0.5723,
209049931,52,1288,0.27742,1.7194,0.90519,-0.050776,
209049931,53,1313,0.76794,1.774,0.7243,0.087496,
209049931,54,1338,0.085104,1.8767,0.53955,0.87279,
209049931,55,1364,0.245,1.8883,1.0884,-0.11587,
209049931,56,1389,0.24482,1.7784,0.14924,-0.15405,
209049931,57,1414,-0.23251,1.8972,0.24711,-0.015711,
209049931,58,1439,0.23722,1.392,0.49439,-0.23358,
209049931,59,1465,0.29553,0.83681,-0.010522,0.33615,
209049931,60,1490,0.6731,1.1606,-0.69831,-0.77279,
209049931,61,1515,-0.27689,1.2307,-0.153,-0.48913,
209049931,62,1540,-0.17599,1.3999,-0.37567,-0.4582,
209049931,63,1566,-0.73959,1.2288,-0.13619,-0.76018,
209049931,64,1591,-0.40326,1.6724,-0.17426,-0.62149,
209049931,65,1616,-0.72154,1.9534,-0.76462,-0.95643,
209049931,66,1641,-0.827,1.4791,-0.056132,-0.72645,
209049931,67,1667,-0.8189,0.83684,0.022761,-0.69699,
209049931,68,1692,-0.58376,1.0659,-0.19934,-1.2085,
209049931,69,1717,-0.7497,1.0078,-0.37051,-1.2278,
209049931,70,1742,-0.0080803,1.8688,-0.28873,-1.2638,
209049931,71,1768,-0.11564,1.4256,0.062461,-0.9782,
209049931,72,1793,-0.073109,1.3999,-0.43195,-1.3368,
209049931,73,1818,0.0067476,0.43314,0.30601,-1.557,
209049931,74,1843,-0.042646,0.76888,0.033092,-1.4215,
209049931,75,1869,-0.12722,0.60609,0.048765,-1.286,
209049931,76,1894,-0.83263,0.81001,0.11419,-1.1442,
209049931,77,1919,-0.85765,1.18,-0.38192,-1.4399,
209049931,78,1944,-0.58126,0.29686,-0.50867,-1.5174,
209049931,79,1970,-1.085,0.56933,-0.35919,-1.5718,
209049931,80,1995,-1.4296,0.73633,-0.58556,-1.1121,
209049931,81,2020,-1.2021,0.40152,-0.52879,-1.6752,
209049931,82,2045,-1.9597,0.45727,-0.49717,-1.2253,
209049931,83,2071,-1.8293,1.1405,-1.4542,-1.052,
209049931,84,2096,-2.0347,0.70255,-0.65292,-1.6167,
209049931,85,2121,-2.8454,0.43047,-1.4612,-1.5671,
209049931,86,2146,-3.0022,0.11831,-1.3502,-2.1862,
209049931,87,2172,-3.6736,-0.64008,-1.4592,-1.9963,
209049931,88,2197,-3.7239,0.19057,-1.8458,
209049931,89,2222,-2.5373,1.2256,-2.2773,
209049931,90,2247,-3.2793,0.4882,-1.8748,
209049931,91,2273,-2.9933,0.25084,-2.4748,
209049931,92,2298,-2.771,-1.0744,-2.1711,
209049931,93,2323,-2.3562,-1.3469,-1.1495,
209049931,94,2348,-2.6288,-1.3838,-1.0754,
209049931,95,2374,-2.9185,-0.87962,-1.8389,
209049931,96,2399,-2.6855,-0.8426,-1.7927,
209049931,97,2424,-2.5846,-0.8271,-1.6672,
209049931,98,2449,-2.9541,-1.1093,-1.4151,
209049931,99,2475,-2.3404,
209049931,100,2500,-2.5947,
209154863,1,0,0,0,0,0,
209154863,2,25,-0.63382,-0.041962,0.45684,-0.00020589,
209154863,3,50,-0.3647,-0.2393,0.37969,0.21658,
209154863,4,76,-0.97896,-0.62771,0.1745,-0.36315,
209154863,5,101,-0.94499,-0.24132,0.10082,-0.14848,
209154863,6,126,-1.0911,-0.84699,0.21629,-0.18193,
209154863,7,151,-1.145,-0.54058,-0.22711,-0.36491,
209154863,8,176,-1.5276,-0.86851,0.39295,-0.42268,
